,text,sentiment,negative_reason,clean,twitter_handles,hashtags_all
696,bToday I voted for the sanctity of life I voted for BidenHarris2020 and Dem all the way down ballot,1,,bToday I voted sanctity life I voted BidenHarris2020 Dem ballot,,#BidenHarris2020
697,bOMellieo FreeGirlNowNYC I retired in February to finally be able to travel  now stuck with a worthless,0,others,bOMellieo FreeGirlNowNYC I retired February finally travel stuck worthless,@OMellieo @FreeGirlNowNYC,
698,bJoeBiden says he will work for all Americans Even those he called not good people and  Election2020,0,covid19,bJoeBiden will work Americans Even called good people Election2020,,#JoeBiden #MAGA2020 #Election2020
699,bHanianEmpress Gr8ful for u telling ppl the brutal,0,others,bHanianEmpress Gr8ful telling ppl brutal,@HanianEmpress,
700,bProjectLincoln all while trump calls USA the greatest democracy on Earth,1,,bProjectLincoln trump calls USA greatest democracy Earth,@ProjectLincoln,#trump #USA #democracy
701,bVote for justice Vote BidenHarris2020 Vote,1,,bVote justice Vote BidenHarris2020 Vote,,#BidenHarris2020 #Vote
702,bRT 2RawTooReal Video 1 Black people need to wake TF up  stop falling for the Plantation What has Barack Obama done for,0,discrimination,bRT 2RawTooReal Video 1 Black people wake TF falling Plantation What Barack Obama,@2RawTooReal,
703,bRT DanScavino HAPPENING realDonaldTrump in Green Bay Wisconsin,1,,bRT DanScavino HAPPENING realDonaldTrump Green Bay Wisconsin,@DanScavino @realDonaldTrump,
704,brealDonaldTrump Youre right You make history everyday Every 2 12 days you kill more people than those that,0,others,brealDonaldTrump Youre You history everyday Every 2 12 days kill people,@realDonaldTrump,
705,bBusy onboarding new canvassers in Wisconsin for Election2020 but MomStroke wants me to come see her in her,1,,bBusy onboarding canvassers Wisconsin Election2020 MomStroke,@MomStroke,#Election2020
706,bRT gr888shopper realDonaldTrump TrumpVirusDeathToll232K nnJoeBiden will listen to Science nScienceMatters nnSeniors4Biden,1,,bRT gr888shopper realDonaldTrump TrumpVirusDeathToll232K nnJoeBiden will listen Science nScienceMatters nnSeniors4Biden,@gr888shopper @realDonaldTrump,#TrumpVirusDeathToll232K #JoeBiden #Science #ScienceMatters #Seniors4Biden
707,bProjecting muchnDesperate measures from a desperate man TrumpIsCompromised TrumpIsLosing,0,covid19,bProjecting muchnDesperate measures desperate man TrumpIsCompromised TrumpIsLosing,,#TrumpIsALoser #TrumpIsCompromised #TrumpIsLosing
708,bRT gigasmith67 4 days Im an emotional wreck Time to suck it up vote donate BidenHarris2020 Lets do  each other,0,covid19,bRT gigasmith67 4 days Im emotional wreck Time suck vote donate BidenHarris2020 Lets,@gigasmith67,#vote #donate #BidenHarris2020
709,bRT InstaKnot Biden calling trump supporters  ugly folks  You not gonna get our votes joe  trump trump2020,0,crime,bRT InstaKnot Biden calling trump supporters ugly folks You gon votes joe trump trump2020,@InstaKnot,#votes #joe #trump #trump2020
710,bIvankaTrump clearly your dad is not pro life nTrumpCrimeFamily TrumpVirus TrumpKnewAndDidNothing,1,,bIvankaTrump clearly dad pro life nTrumpCrimeFamily TrumpVirus TrumpKnewAndDidNothing,@IvankaTrump,#TrumpCrimeFamily #TrumpVirus #TrumpKnewAndDidNothing
711,bRT AngryYoungMan96 Just gonna leave this here covid BorisHasFailedTheNation Lockdown2 lockdown,0,corruption,bRT AngryYoungMan96 Just gon leave covid BorisHasFailedTheNation Lockdown2 lockdown,@AngryYoungMan96,#covid #BorisHasFailedTheNation #Lockdown2 #lockdown
712,bDonald Trump ugly rant on Fox makes a strong case against his fathern Covid coronavirus politics,0,covid19,bDonald Trump ugly rant Fox strong case fathern Covid coronavirus politics,,#Covid #coronavirus #politics
713,KAG MAGA contributor Miles Taylor admitted he lied to CNN,0,crime,KAG MAGA contributor Miles Taylor admitted lied CNN,,#KAG #MAGA
714,bRT Aliciastarr001 NUNS for TRUMP God be for us who can be against us PresidentTrump is protecting religious freedom for,1,,bRT Aliciastarr001 NUNS TRUMP God PresidentTrump protecting religious freedom,@Aliciastarr001,#PresidentTrump
715,bRT FOTCangela Zac_Petkanas Vote out this violent trashnBidenHarris2020,0,covid19,bRT FOTCangela Zac_Petkanas Vote violent trashnBidenHarris2020,@FOTCangela @Zac_Petkanas,#BidenHarris2020
716,bDonaldJTrumpJr Listen you disgusting weak limp dick Cocaine addict 225000 people are dead and you think,0,crime,bDonaldJTrumpJr Listen disgusting weak limp dick Cocaine addict 225000 people dead,@DonaldJTrumpJr,
717,bDonaldJTrumpJr What the hell Are you high buddy TrumpCrimeFamily,0,covid19,bDonaldJTrumpJr What hell Are high buddy TrumpCrimeFamily,@DonaldJTrumpJr,#TrumpCrimeFamily
718,brealDonaldTrump FRIENDLY REMINDER Only 4 MORE DAYS until we get another 4 MORE YEARS of realDonaldTrump,1,,brealDonaldTrump FRIENDLY REMINDER Only 4 MORE DAYS 4 MORE YEARS realDonaldTrump,@realDonaldTrump @realDonaldTrump,
719,bRT liarpoliticians While terrorist BorisJohnson wants to finish off the UKs economy for his terrorist GreatReset agenda ponder,0,covid19,bRT liarpoliticians While terrorist BorisJohnson finish UKs economy terrorist GreatReset agenda ponder,@liarpoliticians @BorisJohnson,#GreatReset
720,bRT pathdoc3 jasonsknight nachkontrolle YogenKanthi RayZuoMD to patients with longstanding APS IgG fractions isolated,0,discrimination,bRT pathdoc3 jasonsknight nachkontrolle YogenKanthi RayZuoMD patients longstanding APS IgG fractions isolated,@pathdoc3 @jasonsknight @nachkontrolle @YogenKanthi @RayZuoMD,#APS
721,let COVID19 prevent English Learners from reaching their full potential Research shows when English,1,,COVID19 prevent English Learners reaching full potential Research English,,#COVID
722,bRT TsMadisonatl1 I already VOTED you government people and campaigns STOP CALLING AND TEXTING MY MUTHAFUKIN PHONE BEFORE,1,,bRT TsMadisonatl1 I VOTED government people campaigns STOP CALLING AND TEXTING MY MUTHAFUKIN PHONE BEFORE,@TsMadisonatl1,
723,brealDonaldTrump 945 human beings in the USA under your watch DIED today from Covid and not a single word of,0,covid19,brealDonaldTrump 945 human beings USA watch DIED today Covid single word,@realDonaldTrump,
724,bRally for Kamala Houston showing up BidenHarris nHouston,1,,bRally Kamala Houston showing BidenHarris nHouston,,#BidenHarris #Houston
725,bkrismeloche Its become a real ugly thing to watch our once decent sort of Opposition MPs morph into GOP,0,corruption,bkrismeloche Its real ugly thing watch decent sort Opposition MPs morph GOP,@krismeloche,#GOP
726,bLooks like going to be WFH for quite some time on the current projections Canadians need to,1,,bLooks going WFH time current projections Canadians,,
727,bRT meiermq HBD IvankaTrump From Peru we wish you all the best and we continue to pray that fraud does not prevail and for your,1,,bRT meiermq HBD IvankaTrump From Peru best continue pray fraud prevail,@meiermq @IvankaTrump,
728,bHow gullible do you have to be to think Donald Trump realDonaldTrump is not corrupt Seriously how gullible,0,others,bHow gullible Donald Trump realDonaldTrump corrupt Seriously gullible,@realDonaldTrump,
729,bIts Friday eveningnThere are only 4 days until November  cannot waste a single  whatever you can,0,crime,bIts Friday eveningnThere 4 days November waste single,,#Friday
730,bWhat is your town hall about I support Trump am I allowed innnMEDIA is LIABLE for dividing the country wHATE,1,,bWhat town hall I support Trump I allowed innnMEDIA LIABLE dividing country wHATE,,
731,bkathygriffin My son adding some good juju to the ballot  pleasevote BidenHarris2020,1,,bkathygriffin My son adding good juju ballot pleasevote BidenHarris2020,@kathygriffin,#pleasevote #BidenHarris2020
732,bRT RepGutierrez The choice is clear Trump has had painted hard working immigrants as Americas enemy nnJoe Biden values immigrants,1,,bRT RepGutierrez The choice clear Trump painted hard working immigrants Americas enemy nnJoe Biden values immigrants,@RepGutierrez,
733,bRT itschriscause The polkdec brought your democratic leaders together today to rally to get out the vote Thanks to nikkifried,1,,bRT itschriscause The polkdec brought democratic leaders today rally vote Thanks nikkifried,@itschriscause @polkdec @nikkifried,
734,bThe MN Governor failed attempt to censor and restricted Trumps peaceful Protest tonight nIt only proves the,0,corruption,bThe MN Governor failed attempt censor restricted Trumps peaceful Protest tonight nIt proves,,
735,bIt Certainly Wont Be Enough To Stop The BlueWave nBidenHarrisToSaveAmerica,1,,bIt Certainly Wont Be Enough To Stop The BlueWave nBidenHarrisToSaveAmerica,,#BlueWave #BidenHarrisToSaveAmerica
736,bMy prediction and a nice REBUKE TO realDonaldTrump the blue wave is coming and wash him and his team away,1,,bMy prediction nice REBUKE TO realDonaldTrump blue wave coming wash team,@realDonaldTrump,
737,bRT donwinslow Dear Georgia RepublicansnnWhy are so many people in Georgia getting sick or dying if coronavirus is a HOAX,0,discrimination,bRT donwinslow Dear Georgia RepublicansnnWhy people Georgia sick dying coronavirus HOAX,@donwinslow,#coronavirus
738,batensnut Dusting off my rain boots so I can splash in the puddles of Liberal TearsMAGA,1,,batensnut Dusting rain boots I splash puddles Liberal TearsMAGA,@atensnut,#MAGA
739,bhenrysebby BostonGlobe Just like Gays Blacks Jews Endorsing Trump is ignoring the Democrat hate and,0,crime,bhenrysebby BostonGlobe Just Gays Blacks Jews Endorsing Trump ignoring Democrat hate,@henrysebby @BostonGlobe,#Gays #Blacks #Jews #Trump #Democrat
740,bRT MarkoSilberhand realDonaldTrump America vote nvote this MADMAN and the TrumpCrimeFamily out nnVoteHimOut,1,,bRT MarkoSilberhand realDonaldTrump America vote nvote MADMAN TrumpCrimeFamily nnVoteHimOut,@MarkoSilberhand @realDonaldTrump,#vote #TrumpCrimeFamily #VoteHimOut
741,bRT USAirForce92 Donald Trump gets more money when people  he and his criminal accomplices are stealing coronavirus,0,crime,bRT USAirForce92 Donald Trump money people criminal accomplices stealing coronavirus,@USAirForce92,
742,bFor almost 4 years Ive said I cant wait until Nov 3 2020 Now it is so close and I am so scared of the,0,crime,bFor 4 years Ive I cant wait Nov 3 2020 Now close I scared,,
743,bDonCheadle kibblesmith glennbeck Do MAGA hat followers of Donald Trump display cultlike devotion Yes,1,,bDonCheadle kibblesmith glennbeck Do MAGA hat followers Donald Trump display cultlike devotion Yes,@DonCheadle @kibblesmith @glennbeck,#MAGA
744,bSkyNews RaynerSkyNews People going to stand another national lockdown  once the lockdowns over people,1,,bSkyNews RaynerSkyNews People going stand national lockdown lockdowns people,@SkyNews @RaynerSkyNews,
745,bRT BetteMidler 150000 Wardrobe for Palin May Alter TailorMade Image  OH YEAH IngrahamAngle remember this,1,,bRT BetteMidler 150000 Wardrobe Palin May Alter TailorMade Image OH YEAH IngrahamAngle remember,@BetteMidler @IngrahamAngle,
746,bThey may have Trump 32 flavors of corruption ice cream Who knows how many flavors they may discover Maybe one a,1,,bThey Trump 32 flavors corruption ice cream Who flavors discover Maybe,,
747,bRT michaeljohns The accomplishments of realDonaldTrump ultimately are too significant for American voters to  is the,1,,bRT michaeljohns The accomplishments realDonaldTrump ultimately American voters,@michaeljohns @realDonaldTrump,#Trump
748,bWell I guess it was just a matter of time Just got an email from my leasing office saying someone in my building,1,,bWell I guess matter time Just email leasing office building,,
749,bBe safeand classy this weekend Lubbock COVID19 COVID,1,,bBe safeand classy weekend Lubbock COVID19 COVID,,#COVID19 #COVID
750,bDont let your example be that you are a homophobic xenophobic racist bigot Its NOT a good look Vote Biden2020,0,corruption,bDont example homophobic xenophobic racist bigot Its NOT good Vote Biden2020,,#Vote #Biden2020
751,bRT axidentaliberal joncoopertweets Only 4 daysnnBidenHarris2020,1,,bRT axidentaliberal joncoopertweets Only 4 daysnnBidenHarris2020,@axidentaliberal @joncoopertweets,#BidenHarris2020
752,bblakehounshell carlquintanilla didnt hitler do the same thing  GOP,1,,bblakehounshell carlquintanilla didnt hitler thing GOP,@blakehounshell @carlquintanilla,#GOP
753,bRT beautyheroes Beautifully articulated 2020 should not be a year we forget Watch  share Vote2020 Democracy,1,,bRT beautyheroes Beautifully articulated 2020 year forget Watch share Vote2020 Democracy,@beautyheroes,#Vote2020 #Democracy
754,bRT _groyper Just 4 Days until Election2020nnJoeAndTheHoe 4DaysnCrookedJoe SleepyJoe,1,,bRT _groyper Just 4 Days Election2020nnJoeAndTheHoe 4DaysnCrookedJoe SleepyJoe,@_groyper,#Election2020 #JoeAndTheHoe #4Days #CrookedJoe #SleepyJoe
755,bLove this photo  Wearing a coat reading I Really Care So I Vote written on the back Tonya Swain votes in,1,,bLove photo Wearing coat reading I Really Care So I Vote written Tonya Swain votes,,
756,bRT FloridaRise stevenmnuchin1 SpeakerPelosi senatemajldr GOP You have no intentions of doing anything Based on results if it was,1,,bRT FloridaRise stevenmnuchin1 SpeakerPelosi senatemajldr GOP You intentions Based,@FloridaRise @stevenmnuchin1 @SpeakerPelosi @senatemajldr @GOP,
757,bRT AdiGTV Parents and students are protesting outside Denver Public Schools  tell me they want their kids back,0,crime,bRT AdiGTV Parents students protesting Denver Public Schools kids,@AdiGTV,
758,bericswalwell JoeBiden taylorswift13 Trump MAGA nMake America Great AgainnnBiden MCHGAnMake China Great,1,,bericswalwell JoeBiden taylorswift13 Trump MAGA nMake America Great AgainnnBiden MCHGAnMake China Great,@ericswalwell @JoeBiden @taylorswift13,#MAGA #MCHGA
759,bLBC He can plan what he likes He cant enforce it Muslims go free anyway also illegalmigrants BLM,1,,bLBC He plan likes He cant enforce Muslims free illegalmigrants BLM,@LBC,#Muslims #illegalmigrants #BLM
760,bRT margery The mental health of the Nation can not withstand any more of Trump and his disgusting behaviornTrumpCrimeFamily,0,crime,bRT margery The mental health Nation withstand Trump disgusting behaviornTrumpCrimeFamily,@margery,#TrumpCrimeFamily
761,bRT MattMor18960633 Fresh out of Facebook jail    AGAIN nnfreshoutoffacebookjail trumplandslide2020 maga,1,,bRT MattMor18960633 Fresh Facebook jail AGAIN nnfreshoutoffacebookjail trumplandslide2020 maga,@MattMor18960633,#freshoutoffacebookjail #trumplandslide2020 #maga
762,bRT NavreQuixotic mmpadellan ReallyAmerican1 MSNBC I am looking forward to our future Vice President SenKamalaHarris nGiven she is a,1,,bRT NavreQuixotic mmpadellan ReallyAmerican1 MSNBC I forward future Vice President SenKamalaHarris nGiven,@NavreQuixotic @mmpadellan @ReallyAmerican1 @MSNBC @SenKamalaHarris,
763,bRT DovahGol I do not care If I lose Democrat or Liberal who just being fake friends who does not like me well guess what I am proud to,1,,bRT DovahGol I care If I lose Democrat Liberal fake friends well guess I,@DovahGol,
764,bRT lisagoldbergpr DROP OFF YOUR BALLOT IN PERSON  ITS TOO LATE TO MAIL IT Find your polling place  drop off at,0,discrimination,bRT lisagoldbergpr DROP OFF YOUR BALLOT IN PERSON ITS TOO LATE TO MAIL IT Find polling place drop,@lisagoldbergpr,
765,bNovember 3rd is the last day to vote Use your vote use your voice to get Trump out of office This election is,1,,bNovember 3rd day vote Use vote voice Trump office This election,,
